propName,segment,interactionDate,NPS,reason_Verbatim ,improvement
1,1,1,10,Nunca he tenido dificultad con ella ni en Colombia ni fuera de Colombia,El cobro de manejo
1,1,2,10,,
1,2,3,10,Porque recibo devoluciones de dinero,Nada
0,2,1,10,Buen banco,
1,1,2,10,,
1,1,3,10,,
1,1,1,10,,Exonere la cuota de manejo pues es muy dispendioso hacer 4 utilizaciones en el mes
1,1,2,10,ES UN BUEN MEDIO DE PAGO Y TE PERMITE UTILIZARLA CON FACILIDAD,
1,1,3,9,Facilidad de pago en muchos almacenes,Exonerar cuota de manejo y tasas de interés más bajas
0,2,1,9,"la solicitud de la tarjeta no fue dificil, llego a mi casa sin problema y fue muy rapido",
0,1,2,10,Muy buena atención y efectividad,
1,4,3,9,,No deberían cobrar cuota de administración
1,1,1,10,"Me ha dado el respaldo cuando la necesito, pero me gustaría que cambiaran el cobro de manejo, ya que eso ayudaría a que la usáramos mas",
1,1,2,10,"No tengo inconvenientes al usar la tarjeta, por el contrario recibo descuentos. Lastima que la app no sea tan eficiente",
1,1,3,10,Excelente,Bajar un poco el cobro de intereses
1,1,1,10,Está pendiente de mi seguridad,Mejorar la posibilidad de uso de los avances
1,2,2,9,Buen servicio,Todo bien
0,1,3,10,Por rapidez y facilidad para obtenerla,
1,2,1,9,,"Me veo en apuros para pagar la cuota de la tarjeta
No sé cómo más pueden ayudarme
Premios, concursos etc....."
1,1,2,9,"No la rechazan. Acumula millas, se paga en la web, sin cuota de manejo por compras mayores a 7 en el mes, sin intereses por pago total en cada facturación",Cupos en sala VIP de avianca
1,1,3,10,Es mi tarjeta confiable,Ampliar mi cupo
1,2,1,10,Tienen un buen servicio.,
1,1,2,10,"Me gusta y me saca de afanes, para no perder el billete",
1,2,3,10,Siempre! El mejor banco!,Hoy usar tarjetas es venoso
0,1,1,10,La rapidez y sobre todo la amabilidad de la asesora.Da gusto entrar a colostria,
1,1,2,9,No hay manejo de  tarjeta  eso es súper bueno,
1,2,3,10,No tuve ningún inconveniente al usarla en el exterior,Más información acerca del programa de puntos
1,1,1,10,Porque no te tenido problemas en el tiempo que llevo con la tarjeta,Todo la información es muy claro
0,1,2,10,"Fué una diligencia rápida, eficiente y con muy buena atención.",
1,1,3,9,,
1,1,1,10,Completamente satisfecha con los servicios recibidos,
1,1,2,10,No tengo quejas ni observsciones,Aumentarme el cupo ya que la utilizo mucho y me hace mucha falta
1,1,3,10,Excelente servicio y cobertura.,
1,1,1,10,"Por el lado personal; han sido comprensivos en los momentos difíciles.
Por el lado comercial: He aprovechado los descuentos al pagar con la tarjeta cencosud.
A Pesar de los retrasos que he tenido, los bloqueos han sido temporales.","Me gustaría hacer compra de cartera de mi tarjeta de crédito de Bancolombia, si fuese posible."
1,1,2,9,Buen servicio,
0,2,3,10,Excelente trato y beneficios,
1,1,1,10,,"No he podido encontrar la solución para entrar con la huella, mi problema d memoria se me olvida contraseña y usuario. Gracias feliz tarde"
0,1,2,10,Hasta el momento ha sido satisfactorio el uso de la tarjeta,
1,1,3,10,,
1,2,1,9,Para mí es muy sencillo el uso.,Muy cara cuota de manejo.
1,2,2,10,Es de muy fácil manejo,
1,2,3,10,Por la vinculación a lifmiles,
0,2,1,10,Rapidez en entrega,
1,1,2,10,"Mi tarjeta es una Ceconsud y me brinda bastantes descuentos en las tiendas Jumbo, también el sistema de compras mínimas para evitar la cuota de manejo es genial, la otra cosa buena que he visto es cundo pago la tarjeta el pago se ha visto reflejado automáticamente.",
0,1,3,9,Buena atención,
1,1,1,9,Buen crédito,
1,1,2,10,Por lis beneficios que obtengo al utilizar la targeta,Me siento   satisfecha
1,2,3,9,Todo ok,
1,2,1,10,"Rapido, efectivo, seguro y competitivo.","No me siento seguro al usar la TC para compras por internet. Quisiera que la cuota de manejo no tuviera condiciones. Que tenga un sistema de activacion e inactivacion en tiempo real. Las demas funcionalidades, tasas y ofertas son excelentes. Tambien la compra de cartera."
1,1,2,9,Es bueno en la prestación del servicio,Esta bien
1,1,3,10,Por la exoneración en cuota de manejo al realizar 5 transacciones en el mes.,Planes de descuentos con  el comercio aliado.
1,2,1,10,Porque se siente uno respaldado con una excelente tarjeta y de un magnífico banco,
1,2,2,10,El tramite es bien sin inconvenientes,Pot ahora todo esta bien. Gracias
1,1,3,9,"Fue rápido
Una pregunta salió compra a Scotiabank y Credibanco, me explican",Amoliarme cupo
1,1,1,10,Fácil uso y manejó al igual que constante renovación.,Cashback
1,1,2,9,Facilidad,
1,1,3,10,,
1,1,1,10,Es muy fácil para hacer trámites,
1,1,2,10,Por su buen manejo de creditos,Las transacciones a otros bancos
1,2,3,10,Buen servicio y seguridad,
0,1,1,10,Muy rápido y eficiente el proceso,
1,1,2,9,,
1,2,3,10,"Siempre disponible, un buen plan de millas.",
1,2,1,10,"Es sencillo, versátil, es un respaldo para uno tener una tarjeta de crédito, obviamente sabiéndose manejar.
Desde que se use no se cobra cuota de manejo",Mejorar los intereses
1,1,2,10,Porque es aceptada en todos los comercios y restaurantes,Revisar el cupo ya que soy muy buena cliente y siempre pago anticipadamente mi obligación
0,1,3,10,,
1,1,1,9,Muy cómodo y práctico el sistema,Todo muy bien
1,1,2,9,Me parece eficiente,
1,1,3,10,,
1,1,1,10,El descuento en las compras es fenomenal (metro),
1,1,2,9,Tienen un buen servicio de atención y amabilidad,
1,1,3,9,"CREO QUE LA TARJETA QUE TENGO NO TIENE TANTOS BENEFICIOS O NO LOS CONOZCO, ME GUSTARÍA CONOCERLOS O TENERLOS.",
1,1,1,10,Agilidad y confianza,Llamada contesten ligero
0,2,2,10,Me gustan mucho las ofertas,
0,1,3,10,la seguridad y flexibilidad del producto,
1,2,1,10,En mi experiencia bes muy buena,
1,2,2,10,"Facilidad, millas por uso,",Poder efectuar pagos a compras específicas
1,1,3,10,,"Conservar la tasa de interés a la cual se hace la compra, y no cobrar 4*1000 en el avance, la comisión de avance es una de las más costosa del mercado y adicional cobran 4*1000. Es muy costoso"
0,1,1,10,"No hubo papeleos, facilitando el trámite de la solicitud.",
0,2,2,10,EFICIENCIA,
0,1,3,9,"Por la facilidad de obtenerla, y por los servicios y beneficios que puedo obtener.",
0,2,1,10,Muy buena la atención,
1,1,2,10,Es muy buena en sus campañas.,Bajar las tasas de interés.
1,1,3,10,excelente servicio,
1,4,1,9,El cargo mensual es muy alto,
0,1,2,10,"FUE AGIL, RAPIDO Y EFECTIVO",
1,1,3,10,"Facilidad de pago, aceptación y disponibilidad",
0,1,1,10,Servicio,
0,1,2,10,El fácil y rápido obtenerla,
1,2,3,10,No hay problemas con su uso. Todos los establecimientos la reciben.,"La realidad es que yo soy muy enemigo de usar tarjetas de crédito, porque si no se tiene cuidado Nerina uno gastando más de sus ingresos."
1,1,1,10,,
1,1,2,10,,
1,1,3,10,El servicio es muy bueno y oportuno,
1,1,1,10,,Disminuir o eliminar la cuota de mnaejo
0,1,2,10,Me dieron un muy buen servicio. Además fueron claros y transparentes sobre la oferta y las condiciones.,
1,2,3,9,Funciona muy bien tanto presencial como virtualmente,Me siento satisfecho con el producto
0,2,1,9,,
1,1,2,9,.,
0,1,3,10,"Es rápida, segura, información al momento de las compras.",
0,1,1,10,Muy eficaz y rápido,
1,2,2,9,ME GUSTA LA OPCION DE NO PAGAR CUOTA DE MANEJO,
1,2,3,10,Me parece un medio seguro y confiable por las alertas de seguridad y notificaciones.,No cobro de manejo e intereses competitivos
1,2,1,10,Beneficio con Terpel,
1,1,2,10,Excelente servicio.,
1,1,3,10,Me a ido bien,
1,2,1,9,Es bueno en términos generales,Bajar el % de la comisión por el uso de la TC en compras en el exterior o para pagos de internet internacionales
1,1,2,10,Me gusta mucho este producto financiero,
1,2,3,10,Muy buen producto con excelentes beneficios,Restablecer el acceso de invitados a las salas VIP
0,1,1,10,Excelente servicio al cliente,
1,1,2,10,Seriedad y buen servicio,
1,1,3,10,Muy rápida y fácil de usar,Una llamada
0,1,1,9,Buen servicio y atención al cliente,
1,2,2,10,Excelente servicio !!,Que me informe mensualmente las millas q me acumulan en LifeMiles y el detalle de las mismas . También requiero q las compras de la tarjeta compartida me llegue el mensaje de la compra porque no me está llegando !!
1,1,3,10,Muy buena,Sería muy importante mantener una tasa  de interés baja. gracias
1,1,1,10,X q no tengo ningún problema al usarla,
1,1,2,10,"Porque es muy comoda te la aceptan en todos lados, el unico problema que le encuentro, es que el limite de 1.500.000 es muy bajo y te limita mucho. Por lo demas es muy facil hacer los pagos y la encuentro muy comoda.","Aumentar la cantidad de credito, en Junio viaje a Europa y tuve que usar otras tarjetas para compras mas grandes, en Marzo viajo a New York y la cantidad asignafa es muy poca"
1,1,3,10,la gente es amable,promociones
1,2,1,9,,
1,1,2,10,,.
1,1,3,10,Para apagar,Muchas comprar para exonerar la Cota de manejo
1,2,1,10,Por su atención y magnífico servicio,
1,1,2,10,Excelente servicio asesores fue todo muy ágil claras y sencillas la condiciones,Quería obtener tarjeta signature
1,1,3,10,Por su exelente servicio,
1,2,1,10,,
1,2,2,10,Excelente cobertura comercial y tienen muy buena seguridad,"Mantener las alertas y seguridad, existen muchos personajes tratando de clonar y/o suplantar."
1,1,3,9,,
1,4,1,10,Amplia aceptacion,solo manejo el portafolio scotia
0,1,2,10,La facilidad para obtenerla,
1,2,3,10,,
1,1,1,9,Porque es fácil rápido y util,
1,2,2,9,,
1,2,3,10,Siempre el servivio me ha funcionado de acuerdo a mis necesidades,Por ahora todo esta bien
1,1,1,10,Son muy pecisos en la infrmacion que brindan,
1,1,2,10,,
1,2,3,10,YYY,
0,1,1,9,No he tenido inconvenientes y fácil manejo,
1,2,2,10,,Ampliar información puntos acumulados y beneficios de cada tarjeta
1,1,3,10,El servicio en todos los canales de atención es excelente.,Estoy totalmente satisfecho.
0,1,1,10,porque si,
1,1,2,10,,
1,1,3,10,Excelente atencion,"Más cupo, estudiando el uso ok de la tarjeta."
1,2,1,9,,
1,2,2,9,.,.
1,2,3,9,,
0,1,1,10,Ágil tramite,
0,2,2,10,DEMASIADO FACIL Y RAPIDO,
1,1,3,10,Exelente servicio,
1,1,1,10,facilidad en transacciones y oferta de operaciones de credito,lineas de comunicacion mas faciles
1,2,2,10,Por su efectividad,
1,2,3,10,buena,
1,2,1,9,"Seguridad, seguimiento a los movimientos. Confiabilidad en la información de los reportes.","Información sobre los beneficios que tengo con mi tarjeta. Sitios preferenciales,  puntos diferentes a millas. Entre otros aspectos."
1,1,2,10,Hice mis compras sin ningún inconveniente,"Para mi estoy contento como lo estan haciendo, tan es así que me hicieron compra de cartera a buena tasa de interés"
1,1,3,9,"Es oportuna, no tengo inconvenientes.",
1,2,1,9,Eficiencia comercial.,
1,1,2,10,,
1,1,3,10,"Excelente , porque la puedo utilizar donde quiera y sin restricciones del monto a cancelar",Mantener siempre exonerado de intereses la primera cuota
1,1,1,10,Buen servicio,
1,1,2,10,Es una entidad confiable y brinda buenos y eficientes servicios,
0,1,3,9,,
0,1,1,9,Me parece que tiene muchas ventajas y facilidades para acceder a ella y a los beneficios en jumbo y sus aliados,
1,1,2,9,"Porque al notar un hecho extraño actuaron de manera rápida, se que no siempre se puede actuar así pero da gusto saber que el banco se esfuerza por mantener tus tarjetas seguras ante tanto delito informático, a mi no me molestaría una llamada a las 2 am si eso evitan qué un hacer pueda crearme líos financieros, en mis cuentas de Hotmail y Gmail he activado todo tipo de prevenciones como control de doble verificación, huella biometrica y aun así los hackers intentan entrar pero nunca lo lograrán por las innovaciones a la seguridad que han impuesto, poco a poco los bancos llegarán a usarlas y ustedes intentan estar al día con ellas, los felicito por esa rápida reacción al creer que ese 24 de octubre alguien podría haber hecho uso y notificarme, fue falsa alarma pero prefiero eso mil veces a tener que poner denuncias ante fiscalia, tener que cambiar tarjetas, vueltas en bancos etc","Cuando ofrezcan un crédito preaprobado ojalá fuera cierto y sin restricciones, quise usar uno para poder disminuir mis intereses pero pidieron info como si desconocieron los años con ustedes y que nunca me he atrasado un día de pago,  es más me sale más sencillo pedir el préstamo en otro banco si lo quisiera que usar el que me ofrecieron, esos actos pueden costar un cliente y uno fiel."
0,1,3,10,proceso muy rápido para obtener la tarjeta de crédito,
1,1,1,10,"es buena tarjeta, por su cupo, tener productos inscritos para pago",
1,1,2,10,Puntos y fácil de pagar por pse,Bloqueo de tarjeta provisional
1,2,3,10,"Practicadas para las diferentes  transacciones, ( avances, pagos..etc)",
1,1,1,10,No he tenido problemas con mis operaciónes.,
1,1,2,10,Lo mas importante es la excepción de cuota de manejo.,No incrementar más la cantidad de transacciones para no pagar cuota de amnejo.
1,2,3,10,Es bien recibida en todo el comercio,
1,1,1,10,,
1,4,2,9,,
1,2,3,10,Atención inmediata cuando se tienen dudas sobre los cargos.,
1,1,1,9,,
1,1,2,9,Si respaldo,"Autorizar cupo extra cdo lo requiera , si soy cumplido con mi obligación bancaria , o ?  , si requiero aumento, o q lo hagan uds."
