answerDate,surveyType,NPS_BSC,impactInteraction,reason,improvement,NPS_Coverage_Team,impactLastInteraction,reasonLastInteraction,improvementLastInteraction,Nps_rel,PDR,expectedBusiness,commRelation,commFactor,commOther
MES 3,BSC,10.0,Aumentó de manera significativa,",,,",",,",,,,,,,,,,
MES 3,BSC,9.0,Aumentó de manera significativa,Seguir mejorando en la plataforma,No hacer tantos descuentos,,,,,,,,,,
MES 3,BSC,10.0,Aumentó de manera significativa,MUY BUEN SERVICIO,TODO BIEN GRACIAS,,,,,,,,,,
MES 3,Relacional,,,,,,,,,9.0,Bue  servicio,Aumente,Tener más sucursales bancarias ya que noches las han retirado,,
MES 3,BSC,9.0,Aumentó poco,"He venido pagando la banca virtual hace muchos años y no la he podico utilizar, lo cual ha sido una plata perdida y ahora que toca esperar a que eligan mi empresa para migrar a la nueva plataforma, lo cual hace que quien sabe cuanto tiempo toca seguir esperando y seguir pagando por no poder utilizarla.",Que me den solución a la banca virtual para poder utilizarla.,,,,,,,,,,
MES 3,BSC,5.0,No hubo cambios,POCO APORTE A LA SATISFACCION DEL CLIENTE,PRESTAR ATENCION A TRAVES DEL EJECUTIVO DE CUENTA,,,,,,,,,,
MES 3,Relacional,,,,,,,,,10.0,EL SERVICIO ES BUNEO Y ESTA PENDIENTE DE LOS CLIENTES,Aumente,,,
MES 3,Relacional,,,,,,,,,9.0,"Porque por fin el Sr. Héctor Medina, ha atendido de manera eficaz y eficiente, las necesidades de la Copropiedad.",Se mantenga,Agilidad en los procesos de caja y en las entregas de chequeras,Excelencia de nuestro Gerente de Realciones,
MES 3,BSC,10.0,Aumentó poco,por la paciencia del asesor,Seguir con la buena actitud y disponibilida de prestar un buen servicio como lo han venido haciendo,,,,,,,,,,
MES 3,BSC,10.0,Aumentó poco,"hemos tenido que consultar varias cosas, por cierre fiscal.",Atender siempre las consultas.,,,,,,,,,,
MES 3,Relacional,,,,,,,,,9.0,"Excelente atención, excelente seguridad en el uso de lis productos y excelentes explicaciones sobre el problema que se consulta",Aumente,Continuar con ese mismo espíritu de colaboración para el uso de nuestros productos,Como lo dije llevo años utilizando sus productos tanto a nivel personal y como administrador de un conjunto,No que sigan con el buen servicio
MES 3,Relacional,,,,,,,,,10.0,excelente  atencion,Aumente,creditos mas flexibles,excelente atencion  de DIANA,
MES 3,Relacional,,,,,,,,,10.0,Servicio,Aumente,Aumentar tasas  cdt,,
MES 3,Relacional,,,,,,,,,9.0,,Aumente,MEJORAR LA BANCA,,
MES 3,BSC,7.0,No hubo cambios,,,,,,,,,,,,
MES 3,BSC,10.0,Aumentó poco,,,,,,,,,,,,
MES 3,Relacional,,,,,,,,,7.0,Es bueno aunque puede mejorar mas,Aumente,,,
MES 3,BSC,10.0,Aumentó poco,,,,,,,,,,,,
MES 3,BSC,8.0,Aumentó de manera significativa,por la nueva sucursal virtual,,,,,,,,,,,
MES 3,BSC,10.0,Aumentó de manera significativa,"He sido atendida satisfatoriamente. 
Los asesores son muy cordiales y amables.","En la actualidad necesitamos hacer transaciones virtuales.
 Consultaremos  los requisitos necesarios.   Sera posible? .",,,,,,,,,,
MES 3,BSC,10.0,Aumentó de manera significativa,"Yineth, la persona que me atendió fue muy amable y me acompañó durante todo el proceso hasta obtener los extractos.  Sus explicaciones y actitud fue muy buena.

Gracias.",Hasta ahora toda la atención y colaboración ha sido muy buena.  No veo que deban mejorar nada.,,,,,,,,,,
MES 3,BSC,10.0,Disminuyó de manera significativa,"Mucha lentitud en las solicitudes, mala atención",Atender nuestra solicitud,,,,,,,,,,
MES 3,BSC,8.0,Aumentó poco,,,,,,,,,,,,
MES 3,BSC,8.0,Aumentó poco,,,,,,,,,,,,
MES 3,BSC,8.0,Aumentó poco,Atendieron nuestra solicitud.,,,,,,,,,,,
MES 3,BSC,10.0,Aumentó poco,,tener mas línea directa,,,,,,,,,,
MES 3,BSC,7.0,Aumentó poco,DE TODAS LAS SOLICITUDES ES LA PRIMERA QUE ATIENDEN DE MANERA RAPIEDA Y EFICIENTE,SOLICITO EL CAMBIO DEL ASOSOR ASIGNADO YA QUE NUNCA RESPONDE LAS LLAMADAS Y LOS MENSAJES LOS RESPONDE MUY ESPORADICAMENTE,,,,,,,,,,
MES 3,Relacional,,,,,,,,,10.0,,Aumente,por nuestra permanencia darnos una tarjeta de crédito,,
MES 3,BSC,10.0,No hubo cambios,resolución de problemas se pudo hacer efectivo,,,,,,,,,,,
MES 3,BSC,9.0,Aumentó de manera significativa,,,,,,,,,,,,
MES 3,BSC,10.0,Aumentó poco,Excelente servicio,Mejorar,,,,,,,,,,
MES 3,BSC,10.0,Aumentó poco,,,,,,,,,,,,
MES 3,BSC,8.0,No hubo cambios,,,,,,,,,,,,
MES 3,BSC,10.0,Aumentó de manera significativa,,,,,,,,,,,,
MES 3,BSC,7.0,No hubo cambios,,Atender las llamadas a tiempo y responder los correos electronicos,,,,,,,,,,
MES 3,Coverage Team,,,,,9.0,Aumentó poco,,,,,,,,
MES 3,BSC,8.0,Aumentó de manera significativa,"Efectividad, Atención",Atención personalizada,,,,,,,,,,
MES 3,BSC,4.0,Aumentó poco,"NADA PUNTUALES CON EL ENVIO DE LA INFORMACION (EXTRACTOS), A LOS ASESORES NO LES PERMITEN ENVIAR INFORMACION TODO DEBE SER POR MEDIO DE LA BANCA VIRTUAL Y AUN ASI NO RESPONDEN",,,,,,,,,,,
MES 3,BSC,10.0,Aumentó de manera significativa,fue oportuno el soporte,,,,,,,,,,,
MES 3,BSC,3.0,Disminuyó de manera significativa,Demorado todo el proceso llevo tres semanas actualizando firma y no ha sido posible,Ser más ágiles,,,,,,,,,,
MES 3,BSC,10.0,No hubo cambios,,,,,,,,,,,,
MES 3,Relacional,,,,,,,,,9.0,,Se mantenga,,,
MES 3,Coverage Team,,,,,10.0,Aumentó de manera significativa,por imagen,,,,,,,
MES 3,Relacional,,,,,,,,,9.0,,Se mantenga,,,
MES 3,Relacional,,,,,,,,,10.0,"Muy buen servicio, excelente gestión por parte de mi asesor Sr. Luis Idrobo lo cual me ha llevado a tomar muy buenas decisiones con los recursos del edificio.",Se mantenga,"Más facilidad de manejo con la sucursal virtual, seguro y eficiente","Me gusta Scotiabank de Colpatria, es amigable con mi edificio, eficiente, super",
MES 3,Relacional,,,,,,,,,10.0,Buena asesoría y amabilidad de Ejecutivo de Cuenta,Se mantenga,,Rapidez en la solución de requerimientos solicitados,
MES 3,Relacional,,,,,,,,,9.0,"Rapidez y agilidad en los procesos, diligencia de algunos funcionarios",Se mantenga,,"Actitud de algunas personas del equipo a la hora de solucionar las necesidades, excluyendo al gerente de cuenta",
MES 3,Relacional,,,,,,,,,9.0,atención personalizada y atienden los requerimientos que se necesiten,Se mantenga,hasta el momento cumplen con nuestras expectativas,excelente atención al cliente.,
MES 3,Relacional,,,,,,,,,7.0,,Se mantenga,,,
MES 3,Relacional,,,,,,,,,10.0,,Aumente,"Se que estan en proceso de cambio de plataforma y eso incluye muchos factores que resultan en la marcha. sin que sea impositivo ojala y puedan completar los procesos de scotia connect que todavia no funcionana de manera correcta, aunque repito como todo proceso estamos concientes de los inconvenientes que hemos tenido, esperando que ya pronto todo sea normal","La calidad del servicio es excelente, ha habido acompañamiento en todo el proceso de cambia de plataforma y seguimiento.
inquietudes y necesidades son tomadas y resueltas en poco tiempo.",
MES 3,Relacional,,,,,,,,,3.0,Me parece demasiado costosa,Se mantenga,Bajar costos financieros,,
MES 3,Relacional,,,,,,,,,8.0,El proceso de toma de firmas y actualizacion de nuevos usuarios en la plataforma tienen muchos procesos que toman bastante tiempo.  Mas agilidad en el proceso y quedaria mejor.,Se mantenga,,"El proceso de cambio de firmas en el conjunto, fue bastante demorado por cuanto no contaban en ese momento (julio) con ejecutivo designado para el proyecto, hasta el mes de septiembre se pudo iniciar el proceso","Hacer los procesos mas agiles, mas sencillos sin perder de vista el tema de seguridad."
MES 3,Relacional,,,,,,,,,10.0,por el buen servicio y rápida atención,Aumente,todo va bien,buen servicio,agradecido con los servicio adquiridos
MES 3,BSC,5.0,No hubo cambios,,,,,,,,,,,,
MES 3,Relacional,,,,,,,,,8.0,,Aumente,Más cajeros electrónicos. Mejorar la banca virtual.,Muy buen servicio personalizado.,
MES 3,BSC,10.0,No hubo cambios,tienen una plataforma muy amigable y muy segura,seguir con los mismos call center,,,,,,,,,,
MES 3,Relacional,,,,,,,,,0.0,"Muy mala.atencion. Nunca responde el asesor, los gastos bancarios son muy altos, no hay oficinas para pagar.",Disminuya,"Contestar a.tiempo las solicitudes, habilitar consignaciones generales en centro comercial santafe",,
MES 3,Relacional,,,,,,,,,10.0,Siempre me han atendido,Se mantenga,Todo ok,,No
MES 3,BSC,9.0,Aumentó poco,Buena atención,Dar una estructura de costos acorde al tamaño de la empresa,,,,,,,,,,
MES 3,BSC,8.0,Aumentó poco,,,,,,,,,,,,
MES 3,BSC,10.0,Aumentó de manera significativa,Buen servicio,,,,,,,,,,,
MES 3,BSC,7.0,No hubo cambios,,,,,,,,,,,,
MES 3,BSC,10.0,No hubo cambios,no habia nada para cambiar,,,,,,,,,,,
MES 3,BSC,9.0,Aumentó poco,,,,,,,,,,,,
MES 3,Relacional,,,,,,,,,2.0,NO PRTESTAN SERVICIO AL CLIENTE PERSONA JURIDICA DE MANERA EFICIENTE,Disminuya,TENER COMUNICACION CON UNA PERSONA NO CON UNA MAQUINA,,
MES 3,Relacional,,,,,,,,,5.0,.,Se mantenga,"ofertas de cash
moneda extranjera",,
MES 3,Relacional,,,,,,,,,1.0,Buenas el banco solo sirve para recibir el dinero y trabajar con el . lo q mas necesita las pequeñas empresas es q le den facilidad para obtener recursos para crecer y ese banco solo le presta a empresas q facture más de 1 millones al año deberían de considerar dependiendo de las consignaciones q al menos le den un sobregiro gracias,Aumente,Prestar plata,,
MES 3,Relacional,,,,,,,,,3.0,"Me sentí totalmente engañado al enterarme que por el hecho de que con UNA SOLA compra realizada con las tarjetas de crédito a mas de una cuota, le genera interés a TODAS las compras realizadas a una sola cuota, perdiendo así la autonomía de manejar mis compras dependiendo de mi flujo de dinero. Adicionalmente, la efectividad en la solución a mis solicitudes ha sido muy deficiente.",Se mantenga,,,
MES 3,Relacional,,,,,,,,,10.0,"Buen servicio, manejo de plataforma facil",Aumente,Poder realizar transacciones en horarios más amplios,"Me cambiaron el asesor pyme y fue fatal la nueva
Persona no ha estado atenta a mis necesidades",
MES 3,Relacional,,,,,,,,,8.0,"Se tiene buen asesor,  pero la plataforma para pagos es complicada",Aumente,Que la plataforma para transferencias sea mas sencilla,,No
MES 3,Relacional,,,,,,,,,9.0,,Aumente,mas entidades para que sea mas facil realizar transacciones,no sabemos quien es nuestro gerente nadie nos contacta y siempre solucionamos nuestras inquietudes por la linea telefonica,
MES 3,Relacional,,,,,,,,,9.0,A la fecha he tenido buena experiencia con el banco. Espero que continúen con la misma atención.,Aumente,Las condiciones están muy sujetas al comportamiento económico para el 2024. Consideramos que se presente una buena recuperación.,He tenido muy buena experiencia en general.,Mantener una buena atención. Reafirma la preferencia.
MES 3,Relacional,,,,,,,,,8.0,BUEN SERVICIO Y ATENCION OPORTUNA A REQUERIMIENTOS.EN CUANTO A TASAS LE FALTA SER MAS COMPETITIVO.,Se mantenga,MEJORAR TASAS PARA GDF Y PREFINANCIACION EXPORTACIONES.,,
MES 3,Relacional,,,,,,,,,6.0,"Porque desafortunadamente el acompañamiemto del asesor  ya no se da es muy escaso y es dificil la comunicación ya ni  un telefono  existe.

En oportunidades  se necesita una ayuda inmediata.",Se mantenga,Que cuenten con personal que tenga tiempo para los clientes parese  ser que  los asesores tiene una carga laboral muy alta.,,
MES 3,Relacional,,,,,,,,,10.0,Mejoraron su plataforma,Aumente,,,
MES 3,BSC,8.0,Aumentó de manera significativa,Atenciòn y capacitacion de los asesores y el Call Center,,,,,,,,,,,
MES 3,Relacional,,,,,,,,,3.0,"No app, not easy to manage the money through the current online banking tools",Disminuya,Develop appropriate app and tools,No tools,Development of tools
MES 3,Relacional,,,,,,,,,7.0,Es muy difícil contactar a la asesora,Disminuya,,,
MES 3,BSC,8.0,No hubo cambios,,,,,,,,,,,,
MES 3,Relacional,,,,,,,,,10.0,,Aumente,,,
MES 3,Relacional,,,,,,,,,1.0,,Disminuya,,,
MES 3,Relacional,,,,,,,,,10.0,Excelente,Aumente,Seguir siendo la mejor,,
MES 3,Relacional,,,,,,,,,8.0,funciona. no el mejor ni más despierto pero funciona bien,Se mantenga,"sugerir cosas, proponer productos,",,
MES 3,Coverage Team,,,,,10.0,Aumentó de manera significativa,BUEN SERVICIO,REBAJAR A  COSTOS,,,,,,
MES 3,Relacional,,,,,,,,,10.0,Atencion personalizada y productos a la medida,Aumente,,,
MES 3,BSC,10.0,Aumentó de manera significativa,,,,,,,,,,,,
MES 3,BSC,10.0,Aumentó de manera significativa,El servicio está mas diligente y las personas bien capacitadas,"Mantener esa disposición amabilidad y conocimiento con el que me atendieron esta vez 
También sugiero ampliar el servicio de la Servilinea, por lo menos hasta las 8:00 PM   Gracias",,,,,,,,,,
MES 3,Relacional,,,,,,,,,10.0,Es una entidad financiera con muy buenos beneficios para sus clientes,Aumente,,,
MES 3,Coverage Team,,,,,8.0,Aumentó poco,buena atencion telefonica,mas cajeros,,,,,,
MES 3,Relacional,,,,,,,,,6.0,"No ofrece nada a la Empresas como Nosotros. Sobregiros, créditos etc",Se mantenga,Mejorar los productos para que las empresas como Coactiva manejen un portafolio.,"Cero, no existe nada de lo que mencionas aqui.","Si deberiamos tener productos adicionales con uds, ejemplo sobregiro etc"
MES 3,Relacional,,,,,,,,,0.0,todo es muy complicado con este banco.,Aumente,mejor el servicio de atencion,,
MES 3,Relacional,,,,,,,,,10.0,"por la buena atención y disposición, por que la plataforma es muy amigable.",Aumente,,en el buen servicio,
MES 3,BSC,0.0,Disminuyó de manera significativa,"Porque me quieren robar el dinero que me retuvo el cajero en Boulevar Niza y ahora dicen que "" sus sistemas indican que Si se hizo la transacción por $ 900.000 "" y entonces yo estaría tratando estafar al banco al reclamar que No me entregaron la totalidad del dinero.","Responder eficientemente, adecuadamente y respetar al cliente",,,,,,,,,,
MES 3,Relacional,,,,,,,,,6.0,"SU RESPUESTAS TELEFONICAS SON MUY LENTAS Y COMPLEJAS, EL SOFTWARE NO ES FACIL DE MANEJAR",Aumente,SER MAS FLEXIBLE Y AYUDAR A LA PYMES,,
MES 3,Relacional,,,,,,,,,6.0,El buen servicio de la gerencia y sus comerciales,Aumente,Competencia comercial con tasa,,
MES 3,BSC,6.0,Disminuyó poco,No es amigable el portal y procesos son tediosos,Que se mas amigable el portal y sus procesos.,,,,,,,,,,
MES 3,BSC,10.0,Aumentó poco,,,,,,,,,,,,
MES 3,BSC,10.0,Aumentó de manera significativa,MUY BUENA ATENCION,,,,,,,,,,,
MES 3,Relacional,,,,,,,,,10.0,,Aumente,Mejoramiento de tasas,,
MES 3,Relacional,,,,,,,,,9.0,,Aumente,,,
MES 3,Relacional,,,,,,,,,10.0,Excelente servicio y acompañamiento para cualquier tramite que hemos necesitado,Aumente,Mejor respuesta por parte de la Banca virtual,"Excelente servicio por parte del gerente de cuenta y pronta respuesta de las mismas, así como acompañamiento total para cualquier necesidad",
MES 3,Relacional,,,,,,,,,10.0,Excelente atencion y solucion a problemas  que se presenten,Aumente,Solamente que implementen el para de impuestos en Bogota,,
MES 3,Relacional,,,,,,,,,9.0,SATISFACE NECESIDAD DE SERVICIOS FINANCIEROS A NIVEL EMPRESARIAL.,Aumente,BASICAMENTE MEJORAR LA RED DE CAJEROS U OPCIONES DE RETIRO DE DINERO PARA LOS EMPLEADOS.,HE  ENCONTRADO RESPUESTA A MI NECESIDAD.,NO
MES 3,Relacional,,,,,,,,,10.0,"La atención por parte del personal es excelente, el soporte por medio de los canales de atención también es muy bueno, dan solución a los requerimientos.",Se mantenga,Poder acceder a líneas de crédito,"Siempre hemos tenido atención por parte de la Gerente de Relaciones, siempre muy dispuesta a atender las necesidades presentadas y a ayudar a resolver los inconvenientes que se puedan presentar.  Siempre hay atención oportuna.",
MES 3,Relacional,,,,,,,,,10.0,"Muy atenton a resolver mis inquietudes como empresa, tuve en varias oportunidades problemas para entrar a la plataforma y me fue resuelta agilmente en la linea telefonica.

la plataforma me gusta manejarla ya que es segura y junto con mis colaboradores podemos dar transparencia en los procesos que tenemos.",Aumente,Seguir guiandonos con la plataforma empresarial,"Muy atenton a resolver mis inquietudes como empresa, tuve en varias oportunidades problemas para entrar a la plataforma y me fue resuelta agilmente en la linea telefonica.

la plataforma me gusta manejarla ya que es segura y junto con mis colaboradores podemos dar transparencia en los procesos que tenemos.","Muy atenton a resolver mis inquietudes como empresa, tuve en varias oportunidades problemas para entrar a la plataforma y me fue resuelta agilmente en la linea telefonica.

la plataforma me gusta manejarla ya que es segura y junto con mis colaboradores podemos dar transparencia en los procesos que tenemos."
MES 3,BSC,4.0,Disminuyó de manera significativa,"No son una banca agil empresarialmente, el manejo del portal para hacer cambios no es amigable, siempre se depende de otros (como el oficial), los costos son elevados referente a otros bancos",,,,,,,,,,,
MES 3,Coverage Team,,,,,10.0,Aumentó de manera significativa,,,,,,,,
MES 3,Relacional,,,,,,,,,9.0,Es necesaria una actualización en plataforma para poder inscribir cuentas y que no requiera ingresar toda la información cada vez que se va a realizar un pago.,Se mantenga,"Sería genial la sincronización de los procesos entre gerentes de cuenta con los del call center, pues mi gerente de cuenta ha sido genial, ha estado pendiente de cada paso y proceso, y me ha indicado los medios a seguir, cuando llamo al Call Center por alguna inquietud, es como si no tuvieran la misma información. 

Mis dudas han sido atendidas a través de mi gerente de cuenta y los ingenieros de Scotia con los que él ha enlazado las llamadas.","Mi gerente de cuenta, JULIO MENDEZ, ha sido un hombre super detallista conmigo como cliente, ha escuchado mis necesidades, me ha explicado a detalles los procesos, ha contactado al personal de soporte para ayudarme, ha estado super pendiente de todo lo que he requerido para ayudarme a encontrar solución. Además de que es super agradable conversar con él porque es empatico, educado y muy formal.","En un inicio fue difícil para mi entablar relación comercial con Colpatria, por los asesores y call center mi experiencia no fue la mejor, pero se generó un cambio de opinión con mi gerente de cuenta, pues es como si tuviera un amigo en el banco; ha estado dispuesto ayudarme en todo momento y siempre con la mejor actitud."
MES 3,BSC,10.0,Aumentó de manera significativa,"El conocimiento del funcionario reflejo la buena capacitación para resolver las inquietudes y necesidades del cliente, y la atención requerida fue solucionada en forma clara, precisa y oportuna",,,,,,,,,,,
MES 3,Relacional,,,,,,,,,9.0,Seguro confiable,Aumente,,,
MES 3,Relacional,,,,,,,,,10.0,Me gusta la relación banco cliente en tiempo rápido.,Aumente,Seguir apoyando a la empresa tanto en asesoría como préstamos empresariales.,Eficiencia y eficiencia juntas.,Quedaría contento si mi empresa sigue trabajando junto a ustedes todas las etapas de mi proyecto.
MES 3,Coverage Team,,,,,2.0,Disminuyó poco,"Es muy difícil entrar al portal. No se entiende lo de inscribir el equipo, para qué se debe hacer. Los códigos para ingreso o para pago muchas veces se demoran demasiado en llegar al celular o al correo. Toca solicitar varias veces re-expedición del código. Cambian mucho la forma de entrar al portal. No es fácil",,,,,,,
MES 3,BSC,10.0,Aumentó de manera significativa,como tesorero del conjunto donde resido tengo mas interacción con funcionarios del banco quienes me han apoyado con los procesos de pago electrónico. Hasta el mes pasado lo efectuábamos  vía cheque.,les agradezco información sobre opciones debido a que en otros bancos se maneja la figura de fiducia que tiene una mejor rentabilidad que la de la cuenta de ahorros.,,,,,,,,,,
MES 3,Relacional,,,,,,,,,10.0,EL servicio que nos ha prestado javier Diaz es excelente. Somos un grupo empresiarial que manejamos las cuentas desde España lo que dificulta la comunicacion con la banca telefonica y el nos ha solucionado y ayudadoa solucionar muchos inconvenientes,Aumente,"Mejorar los canales de comunicacion del banco con clientes que se encuentran en el extranjero. Mejorar la descarga de movimientos y justificantes de movimientos de las cuentas desde la banca virtual empresarial y los procesos de validacion y seguridad.
me pide registrar el equipo varias veces cuando solo se accede desde el mismo equipo siempre",EL buen servicio del mi asesor asignado por que sin el la resolucion de problemas hubiese sido muy complicada,Mejora en los canales de comunicacion y en la plataforma de la banca virtual
MES 3,Relacional,,,,,,,,,10.0,La flexibilidad de sus productos.,Aumente,Tener un mejor portal para agilizar un poco más los procesos de pagos.,Una atención muy cercana y eficaz.,"Simplemente necesitamos mejorar en el portal, mas amigable y eficaz"
MES 3,BSC,10.0,Aumentó de manera significativa,Muy buena atención,Seguir promoviendo el buen servicio y mayor comunicación,,,,,,,,,,
MES 3,Relacional,,,,,,,,,10.0,,Aumente,,,
MES 3,Relacional,,,,,,,,,10.0,Por que están muy pendientes de las necesidades de los clientes y resuelven de manera inmediata las consultas e inquietudes,Aumente,"Mejorar el portal empresarial, en lo demás estamos muy satisfecho con la atención","Por que estamos muy satisfechos con la atención de la gerente, ha sido personalizada oportuna y eficiente",Felicitar el trabajo de nuestra gerente de Colpatria
MES 3,Relacional,,,,,,,,,10.0,,Se mantenga,,,
MES 3,Relacional,,,,,,,,,10.0,Llevamos mas de 14 años con la cuenta corriente.,Aumente,Tener una relación mas cercana con el gerente de cuenta y que haya continuidad.,,
MES 3,Relacional,,,,,,,,,10.0,Excelente servicio,Aumente,Intereses mas bajos del resto de entidades bancarias,"Excelente persona, atenta y eficiente",Mas puntos de cajeros propios
MES 3,Relacional,,,,,,,,,10.0,Maneja buenas tasas de intereses y la atención al usuario es inmediata.,Aumente,Mayor comunicación y guía en el uso de la plataforma virtual.,"La comunicación con la asesora es de fácil acceso y nos atiende en el momento oportuno, direccionando sus propuestas a lo que mejor se acomode a nuestras necesidades.",Muchas gracias por todo el servicio brindado hasta el día de hoy.
MES 3,Relacional,,,,,,,,,10.0,,Aumente,,,
MES 3,Relacional,,,,,,,,,10.0,Buen servicio Nelson.,Aumente,,,
MES 3,Relacional,,,,,,,,,9.0,Por la Atencion,Aumente,Mejorar la tasas y seguridad de internet,Buen servicio pero ahora le quitaron el whats app y no podemos comunicarnos con ella y a veces no le suena el celular esto me parece retro,Cada producto que uno tiene y si tiene varias empresas lo que no me gusta es que en una sucursal virtual me salen todos los productos y no he podido manejar una mía que no estén las empresas y eso me parece inseguro .por eso solo voy al banco a pedir todo hasta los extractos por que a veces no me llegan y la línea del banco para cualquier diligencia con la tarjeta es perder toda una tarde en el teléfono y no resuelven a veces ojalá eso mejore
MES 3,Coverage Team,,,,,10.0,Aumentó de manera significativa,,,,,,,,
MES 3,Coverage Team,,,,,8.0,No hubo cambios,"La relacion continua igual, ni mejora ni empeora.",Brindar respuestas mas rapidas,,,,,,
MES 3,BSC,10.0,No hubo cambios,"Porque pienso que el Banco es una buena entidad y, de hecho, la he recomendado en varias ocasiones.   
Por lo anterior, mi opinión sigue siendo la misma, en la medida que pueda recomendarla, seguiré haciéndolo porque tengo en buen concepto a la entidad","Mejorar los tiempos de las trasferencias, con la tecnología que tenemos en estos momentos las transferencias deberían ser en tiempo real, no existen actualmente razones válidas para demorar este tipo de transacciones. En productos como los CDTs deberían mejorar la rentabilidad ofrecida.",,,,,,,,,,
MES 3,BSC,10.0,Aumentó de manera significativa,"La asesora evidenció un alto conocimiento en el proceso por el cual está buscando me asesorarán y un gran sentido humanizado en la atención al cliente, se mostró atenta y muy interesada en ayudarme.","Atención al cliente las 24 horas a través de la línea de atención al cliente, esto con el fin de obtener ayuda a cualquier hora si llegaré a necesitarla durante un viaje a otro país que tenga un horario diferente al de Colombia pues ya necesite de ello y tuve que esperar el horario de Colombia por no ser 24 horas.",,,,,,,,,,
MES 3,BSC,10.0,Aumentó de manera significativa,Servicio personalizado,Todo bien !,,,,,,,,,,
MES 3,BSC,9.0,Aumentó poco,Por su buena atención,Mejorar el tema de sonido en las comunicaciones,,,,,,,,,,
MES 3,BSC,10.0,Aumentó de manera significativa,Excelente respuesta y servicio a todo lo solicitado,mas lineas telefonicas en la mesa de dinero,,,,,,,,,,
MES 3,BSC,10.0,No hubo cambios,"Los procesos han mejorado pero el portal sigue siendo tedioso.
La cambiadera de claves cada tres meses causa confusión y bloqueo de usuarios.",Seguir mejorando la banca virtual.,,,,,,,,,,
MES 3,BSC,7.0,Disminuyó poco,"me parece que es complicado la plataforma, tuve problemas para contactarme con atención al cliente en al linea de Bucaramanga, hacer pagos por PSE no ha sido posible, la plataforma no es tan amigable para usar a comparación de otras.","mejorar la plataforma, hacerla mas amigable y versátil, su interfaz es muy fea",,,,,,,,,,
MES 3,BSC,6.0,No hubo cambios,,,,,,,,,,,,
MES 3,BSC,8.0,Aumentó poco,Por la información clara brindada por el asesor,.,,,,,,,,,,
MES 3,BSC,10.0,Aumentó de manera significativa,,,,,,,,,,,,
MES 3,BSC,9.0,No hubo cambios,,,,,,,,,,,,
MES 3,Relacional,,,,,,,,,10.0,Excelente servicio,Se mantenga,Mejorando tasas de intereses,"Buen acompañamiento 
Excelente servicio
Facilidad en gestiones administrativas y financieras",
MES 3,BSC,8.0,No hubo cambios,,,,,,,,,,,,
MES 3,Relacional,,,,,,,,,10.0,"Excelente servicio, Silvia siempre muy dispuesta atenta y amable",Aumente,,,
MES 3,BSC,7.0,No hubo cambios,,,,,,,,,,,,
MES 3,Relacional,,,,,,,,,10.0,Por el servicio prestado a la empresa que es personalizado y responsable,Aumente,Por ahora todo el apoyo recibido esta muy bien.,Javier y su equipo son muy atentos y diligentes con Laima,Es un banco excelente
MES 3,BSC,10.0,Aumentó de manera significativa,ATENCION EXCELENTE,,,,,,,,,,,
MES 3,Relacional,,,,,,,,,8.0,porque todas las empresas tienen otros bancos y las transferencias salen muy caras,Aumente,bajarle un poco al valor de impuesto a las trasnferencias,,
MES 3,Relacional,,,,,,,,,9.0,"La plataforma no es muy amigable, adicional en la linea de soporte la llamada se cae frecuentemente lo que hace que tengamos que llamar varias veces para solucionar un problema tecnico. Los extractos son muy complejos.",Aumente,mejorar las plataformas y los extractos no son amigables,,
MES 3,Relacional,,,,,,,,,10.0,"ATENCION CLARA Y OPORTUNA, AMABILIDAD EN EL PESONAL.",Aumente,OFRECER MEJORES TASAS DE FINANCIACION,"NUESTRO EJECUTIVO DE CUENTAS TIENE UN MANEJO ABIERTO, SEGURIDAD EN LAS SOLUCIONES QUE NOS OFRECE, ATENCION INMEDIATA Y SU PRESENCIA ES CONTINUA.",
MES 3,Relacional,,,,,,,,,10.0,POR LAS SOLUCIONES FINANCIERAS QUE OFRECE.,Aumente,AMPLIAR CUPO Y ABRIR FACTORING CON LAS MARCAS.,BUENA RELACIÓN Y ATENCIÓN DE PARTE DE LOS GERENTES.,
MES 3,Relacional,,,,,,,,,10.0,Por la atención recibida.,Aumente,Brindando servicios eléctronicos para negocios,,
MES 3,Relacional,,,,,,,,,10.0,,Se mantenga,,,
MES 3,BSC,9.0,Aumentó poco,,,,,,,,,,,,
MES 3,BSC,9.0,No hubo cambios,,,,,,,,,,,,
MES 3,Relacional,,,,,,,,,9.0,BUEN SERVICIO,Aumente,MAS CANALES DE ATENCION,EL BUEN SERVICIO,
MES 3,Relacional,,,,,,,,,9.0,Han mejorado la respuesta al cliente,Aumente,,Específicamente en la demora en contestar los correos y solicitudes,
MES 3,Relacional,,,,,,,,,10.0,Es una entidad muy responsable y muy seria con sus clientes,Se mantenga,con con Uds en nuestras solicitudes,,No. todo muy bien. Esperamos seguir con nuestras buenas relaciones para 2024.
MES 3,Relacional,,,,,,,,,10.0,Muy buen asesor tengo,Aumente,Seguir atendiendo me bien,El gerente q me atiende,
MES 3,Relacional,,,,,,,,,8.0,-,Aumente,Mejorar los fees de adquirencia,Un equipo comprometido y con una muy buena actitud de servicio. Como clientes del banco nos gustaría tener respuestas más ágiles y mejorar los fees de adquirencia.,-
MES 3,Relacional,,,,,,,,,10.0,"Buena calificación
Portales bancarios con buena seguridad
Atención personalizada",Se mantenga,,,
