index,segment,answerDate,NPS,impactInteraction,reason,improvement
476,Segmento 3,MES 3,10,5.0,Amabilidad y respuesta concreta.,Mantener el servicio de atención actual y las prioridades.
477,Segmento 1,MES 2,10,5.0,Porque me ahorro tiempo en la solicitud de los extractos.,Que las solicitudes las envíen más pronto.
478,Segmento 1,MES 2,10,3.0,esta bien la atención. como siempre,es bien la atención gracias
479,Segmento 1,MES 2,10,5.0,Amabilidad y transparencia,Información por correo
480,Segmento 1,MES 2,10,4.0,bueno,bien
481,Segmento 1,MES 2,10,5.0,Atención rápida y clara,
482,Segmento 1,MES 2,9,5.0,Atención muy certera y confiablr,Por el momento todo bien
483,Segmento 1,MES 2,10,5.0,,
484,Segmento 1,MES 2,10,5.0,Excelente servicio.  muy buena atención,
485,Segmento 1,MES 1,10,5.0,Por buena atención,Haci esta bien
486,Segmento 1,MES 1,10,3.0,,
487,Segmento 1,MES 2,10,5.0,Por la atención y buena asesoría,
488,Segmento 1,MES 2,10,5.0,Servicio y don de gentes. 8,Nada y muchas gracias.
489,Segmento 1,MES 2,10,5.0,,
490,Segmento 1,MES 2,10,1.0,Porque no se le dice la verdad a los usuarios de las tarjetas de credito como es posible que si se hacen tres cuatro a una cuota logico que no hay cobro de intereses pero si en ese mismo mes hago tres o cuatro compras a una cuota y hago una compra a mas de una cuota me cobren intereses por todas las compras  efectuadas en ese mes eso es un robo ya que si compro a una cuota es para no pagar inteteses voy a escribir a la super de industria y comercio para que se tomen los respectivos ajustes y se haga la devolucion respectiva.Poseo otras tarjetas de otros bancos y no pasa eso espero que no se quede en el limbo esta denuncia.,Que siempre se le diga la verdad cuando un usuario haga una pregunta
491,Segmento 2,MES 2,9,4.0,,Q no se tenga q esperar tanto tiempo al teléfono para q  uno pueda ser atendido por  un operador.
492,Segmento 2,MES 2,9,5.0,Excelente atención por parte del funcionario,Contratar personas como la que me atendio
493,Segmento 1,MES 1,10,5.0,Por la claridad en la orientación,
494,Segmento 1,MES 3,9,4.0,"Porque esperaba que hubiera una exoneracion total de la cuota de manejo durante 6 meses, como años anteriores en que sacaban campañas atractivas para fidelizacion de clientes. Espero que esto pueda volver y tener la posibilidad de ser recompensado por mi buen historial crediticio",Mejorar los tiempos de espera y estabilidad en las llamadas.
495,Segmento 2,MES 1,10,5.0,Porque me prestaron ayuda rápida con el inconveniente presentado,"Disminuir  tantas opciónes , cuando uno tiene algún inconveniente , que una operadora lo dirija donde requiere"
496,Segmento 1,MES 1,9,3.0,,
497,Segmento 1,MES 2,10,5.0,Claridad y diligencia,Nada
498,Segmento 1,MES 3,10,5.0,,
499,Segmento 2,MES 2,10,5.0,,
500,Segmento 1,MES 3,10,3.0,,
501,Segmento 1,MES 2,10,5.0,Yo lo recomiendo por qué para mí hasido de mucha bendición són muy eficientes y profesional,Muchas gracias ustedes an mejorado todo y todos los cambios an Sido satisfactorio
502,Segmento 1,MES 1,9,3.0,Hasta tanto no se haga efectivo el cambio de la tarjeta crédito que tenía con claro por otra que me exonera del pago de cuota de manejo mensual.,Disminuir y/o acortar los tiempos de entrega de productos.
503,Segmento 1,MES 1,10,5.0,mejor servicio y se aprovechan buenos productos,por ahora esta bien todo
504,Segmento 1,MES 2,10,3.0,Como siempre ha sido muy buena,Todo muy bien
505,Segmento 1,MES 3,9,5.0,LA COMUNIACION FUE RAPIDA Y OPORTUNA Y PUDE RESOLVER MIS PROBLEMAS.,SEGUIR MEJORANDO
506,Segmento 1,MES 1,10,5.0,Muy buen servicio,Hasta el momento todo muy bien
507,Segmento 2,MES 1,9,4.0,La línea de información y atención del cliente son eficientes y amableSs,"Por el momento, estoy bien atendida"
508,Segmento 1,MES 1,10,5.0,"Por la atención, no obstante los altos intereses.",Así está bien
509,Segmento 2,MES 3,10,3.0,La atención es buena siempre. Muy clara.,Colocar más personal atender más pronto.
510,Segmento 1,MES 1,9,3.0,,darme la respuesta rapida
511,Segmento 2,MES 1,10,3.0,La atención siempre ha sido buena,
512,Segmento 1,MES 3,10,5.0,ATENCIÓN RAPIDA.,Para mi esta bién.
513,Segmento 2,MES 1,10,4.0,Porque resolvieron mi inquietud de manera inmediata,
514,Segmento 1,MES 1,9,5.0,Porque la persona que me atendió buscó la manera más rápida de atenderme,Seguirse actualizando con la tecnología
515,Segmento 1,MES 1,10,3.0,,
516,Segmento 1,MES 3,10,3.0,La atención fue oportuna,A veces cuando llamo me comunican con cobranzas de una vez sin haber escuchado las opciones
517,Segmento 1,MES 3,9,4.0,,
518,Segmento 1,MES 2,10,3.0,Buena atención,No todo está bien
519,Segmento 1,MES 2,10,5.0,Buena atencion,Todo bien
520,Segmento 3,MES 2,9,5.0,Amabilidad. Eficiencia. Claridad.,
521,Segmento 1,MES 1,10,5.0,Atención oportuna y clara,
522,Segmento 1,MES 2,10,5.0,No tuve inconvenientes para cerrar mi cuenta y el tiempo que duré con la cuenta no se me cobró nada,Es poco complejo el menú de atención al cliente por el tema de la contraseña
523,Segmento 1,MES 3,10,5.0,buena respuesta,Todo bien
524,Segmento 1,MES 2,10,5.0,,
525,Segmento 1,MES 1,10,5.0,es un buen banco,ES QUE SIEMPRE PIDEN CLAVE
526,Segmento 2,MES 3,10,4.0,Por la versatilidad de su aplicación,
527,Segmento 1,MES 2,10,5.0,Buena atención,
528,Segmento 1,MES 1,10,3.0,,
529,Segmento 1,MES 1,10,5.0,Encontre atención dispuesta que me ayudo a solucionar el inconveniente que presentaba,
530,Segmento 1,MES 1,10,5.0,me parece que es muy bueno,mas asesores
531,Segmento 1,MES 2,9,5.0,X sus servicios,Seguir con el buen servicio
532,Segmento 1,MES 1,10,3.0,"Un poco demorado el acceso, por el numero de pasos a dar, pero se acepta al tener el buen servicio de la persona que nos atiende, haciendo olvidar lo largo del recorrido.","Por la experiencia vivida, quedo satisfecho y no veo necesidad de cambios."
533,Segmento 1,MES 2,10,5.0,Muy rápido y eficiente el servicio,Seguir contigo n mucho entunciasmo la atención a los clientes
534,Segmento 2,MES 1,9,3.0,,
535,Segmento 1,MES 2,10,5.0,"Solucionar es indispensable y eso fue lo que recibí.
Gracias",La atención telefónica siempre es buena
536,Segmento 1,MES 1,9,5.0,Fue buena la atención y me ayudó a solucionar y entender procedimientos,
537,Segmento 2,MES 2,10,5.0,Amabilidad y resolución,El servicio estuvo bien
538,Segmento 2,MES 1,10,5.0,,
539,Segmento 1,MES 3,10,5.0,Buena atencion,
540,Segmento 1,MES 1,10,5.0,Respuesta oportuna,Mejorar capacidad de Recepcion de llamadas
541,Segmento 1,MES 1,9,4.0,,
542,Segmento 1,MES 3,10,5.0,"porque el asesor fue acertado y efectivo en darme la solucion a tres inquietudes, de las cuales una, tenia mas de un año sin resolverla",Tener agentes eficientes como leonardo Guevara qu fue la persona que me atendio y resolvio todas mis inquietudes.
543,Segmento 1,MES 3,10,5.0,"por los medios de comunicacion , son mas rapidos la linea telefonica",
544,Segmento 1,MES 1,10,3.0,Siempre ha sido un gran respaldo y de excelente servicio el producto,Así está bien
545,Segmento 1,MES 1,9,4.0,,
546,Segmento 1,MES 3,9,3.0,,
547,Segmento 1,MES 2,9,5.0,Atencion al cliente,Seguir mejorando y hacer que el usuario tenga mas facilidad para resolver sus inquietudes.
548,Segmento 2,MES 1,9,3.0,Notmal,Normal
549,Segmento 1,MES 3,10,5.0,"No obstante la función de varias oficinas en la oficina de chapinero - Lourdes, la sucursal aumento como es era de esperar, aunque por mi experiencia en el sector financiero, debía la entidad de realizar un estudio más cuidadoso para no afectar el servicio bancario.",No tengo más sugerencias
550,Segmento 2,MES 1,10,5.0,Servicios ágiles y oportunos con tasas de interés justas,"Enviar mensaje de ofertas, sobre campañas de compra de cartera, con tasas de interés favorables"
551,Segmento 1,MES 2,10,4.0,,
552,Segmento 1,MES 3,10,5.0,Es fácil medios de pago un poquito complicado el colcenter pero ahí se va adaptando uno,Un crédito con interés blandos para los clientes que llevamos más de 15 años con el banco
553,Segmento 1,MES 2,10,5.0,Muy buena la atención,"Nada ,todo muy bien"
554,Segmento 1,MES 1,10,3.0,,
555,Segmento 2,MES 3,10,5.0,"Me atendieron súper bien 
Eficientes 
Me resolvieron 
De verdad quedé gratamente satisfecha",En esta ocasión todo perfecto
556,Segmento 1,MES 1,10,5.0,Buena y rápida atención,
557,Segmento 1,MES 2,9,3.0,,No tener que esperar tanto para que te atienda el asesor
558,Segmento 1,MES 3,10,5.0,Porque hasta hora me han dado solución a cualquier inconveniente que presentó y los servicios son excelente,Para mí todo está muy bien me han dado solución cada situación que he tenido y muchas gracias por su excelente servicio
559,Segmento 2,MES 3,10,5.0,Rapidez,"Espero que me resuelvan la devolución, de un producto que finalmente no realizo y la compañía efectuó, el documento, solo falta que ustedes la hagan efectivo, valor 808000"
560,Segmento 2,MES 2,10,3.0,,
561,Segmento 1,MES 3,10,5.0,Muy buena la atención,Nada
562,Segmento 1,MES 3,10,5.0,Atención rápida y oportuna con relación a un fraude que me hicieron con la tarjeta de crédito,
563,Segmento 1,MES 3,10,5.0,,
564,Segmento 2,MES 3,9,5.0,Por que hicieron todo lo posible por gestionar y solucionar de manera rápida y eficaz,
565,Segmento 1,MES 2,10,5.0,Por la respuesta pronta,
566,Segmento 1,MES 2,9,3.0,,
567,Segmento 1,MES 2,9,5.0,,Mejorar el IVR
568,Segmento 1,MES 2,9,3.0,,"Qué en vez de decirle al cliente ""llame de nuevo"", sus asesores puedan hacer un seguimiento a los casos"
569,Segmento 1,MES 1,10,5.0,Se dio solución a la situación presentada,
570,Segmento 1,MES 3,9,4.0,Rapidez y claridad en la información consultada,
571,Segmento 1,MES 2,9,3.0,"Siempre he tenido productos con el banco, a sido bueno el servicio al cliente",Ampliar horarios de atención
572,Segmento 1,MES 2,9,5.0,,Que siempre un asesor persona natural este disponible para escucharlo a uno y no siempre sea una computadora.
573,Segmento 2,MES 3,10,5.0,"Por la eficiencia y amabilidad de los acesores, respuesta clara de la consulta",El servicio fue satisfactorio
574,Segmento 2,MES 1,9,4.0,Buena atención y trato especial,Prestar atención a los requerimientos del cliente y resolverlos en forma más agil
575,Segmento 2,MES 2,10,5.0,"Cumplió mis expectativas: Cambio de segmento en mis TC, ágilmente.",Pago de Amex desde la app con PSE.
576,Segmento 1,MES 2,10,3.0,,
577,Segmento 2,MES 3,10,5.0,,
578,Segmento 1,MES 3,9,5.0,buena atencion,poner mas asesores y que la llamada no se desvie tanto
579,Segmento 2,MES 2,10,3.0,"Es lo mismo. 
Los asesores son muy formales, pero no todos saben lo mismo y dejan esperando mucho tiempo en línea por no tener conocimiento del proceso por el cual uno llama, le dicen a uno que vuelva a llamar que ya estará listo el proceso y uno llama para hacer lo mismo y empezar de cero.","Darles más inducción,  orientación y capacitación a los asesores"
580,Segmento 2,MES 2,10,3.0,Es lo mínimo que deben hacer en la.linea de soporte y servicio al cliente,
581,Segmento 1,MES 3,10,5.0,Muy buena,.
582,Segmento 1,MES 2,10,5.0,La atención y soluciones de las inquietudes las solucionan de buena forma,Hasta el momento nada
583,Segmento 2,MES 3,9,3.0,Era una consulta,Estuvo bien
584,Segmento 1,MES 1,10,3.0,,
585,Segmento 2,MES 3,10,3.0,,
586,Segmento 1,MES 1,9,5.0,Por que está muy buena,
587,Segmento 1,MES 2,10,5.0,"La atención del asesor, fue cálida, exacta, respetuosa y en términos claros. El tiempo de espera fue breve. Y el menú es específico.
Gracias!","Por ahora no tengo sugerencias al respecto! Ustedes son uno de los mejores bancos del país. Diría que el número dos, al menos en mi experiencia. Gracias."
588,Segmento 1,MES 2,9,3.0,.,
589,Segmento 1,MES 2,10,5.0,Siempre he tenido buena atención,
590,Segmento 1,MES 2,10,5.0,Excelente servicio,Menos tiempo de espera en llamada
591,Segmento 1,MES 2,9,5.0,Buena atención,Más rapidez para contestar
592,Segmento 1,MES 2,10,5.0,Fue rápido y clara la atención,Todo está bien
593,Segmento 1,MES 1,10,5.0,,
594,Segmento 1,MES 1,10,5.0,Por se ajiles y concisos gracias,Continuar con su buena gestión
595,Segmento 1,MES 1,10,5.0,-,Todo perfecto
596,Segmento 1,MES 2,10,4.0,Interés muy alto y la cuota de manejo alta,
597,Segmento 1,MES 1,10,5.0,"Buena atención, siempre ayudan",Ninguno
598,Segmento 1,MES 2,9,4.0,,
599,Segmento 1,MES 3,10,5.0,Son Muy rápidos para Asesorar,Nada ya lo hacen
600,Segmento 1,MES 3,9,5.0,Por la atención y la asesoria,
601,Segmento 1,MES 3,10,5.0,,
602,Segmento 2,MES 1,10,5.0,la funcionaria se mostro presta para solucionar todas mis inquietudes,No cambiar el servicio que tienen
603,Segmento 1,MES 3,9,5.0,Ofrecen muy buenas alternativas sin tanto documento y el proceso muy rápido,Lo único que yo podría agregar seria línea de teléfono que le permita realizar una llamada más rápida
604,Segmento 2,MES 3,9,4.0,Un poco demorados en los diferentes  pasos del sistema,Simplificar el trámite para las diferentes consultas  que hacen los clientes
605,Segmento 1,MES 2,10,1.0,Me dieron solución ami solicitud,Q le den al cliente una información clara para no perder tiempo
606,Segmento 1,MES 1,10,5.0,Muy buena la atencion,no cobrar cota de manejo de las tarjetas y aumentar el cupo
607,Segmento 1,MES 1,10,5.0,,
608,Segmento 1,MES 1,10,5.0,Porque me atendieron mi solicitud en forma amable y eficaz,Por el momento así esta bien. Gracias.
609,Segmento 1,MES 2,9,4.0,,
610,Segmento 2,MES 1,10,5.0,Por la efectividad y rapides conque obtuve la información solicitada,Continuar resolviendo las inquietudes solicitadas de manera significati
611,Segmento 2,MES 1,10,5.0,excekente,nada
612,Segmento 2,MES 1,10,5.0,,
613,Segmento 1,MES 1,9,5.0,Servicio x parte del asesor en su momento...,"Ser 10 en todo es complicado
Un asesor d información a veces
Dependiendo d la sede es insuficiente
Validar más personal....."
614,Segmento 1,MES 2,10,5.0,Por la rapidez y la amabilidad,"Conservar gente amable y paciente en las líneas como Yeison Molina, el asesor que me atendió"
615,Segmento 2,MES 2,9,4.0,Muy facil la comunicacion cualquier problema se soluciona rapido en la audiolinea,Ser un poco mas cortos el proceso de general la clave de la audiolinea
616,Segmento 1,MES 3,10,5.0,Por la atencion prestada,Abrir mas puntos de atencion
617,Segmento 1,MES 2,10,4.0,por qué están disminuyendo los beneficios,"Mantener los beneficios ofrecidos con la vinculación, y mejorar para los clientes antiguos, no desmejorar los beneficios"
618,Segmento 1,MES 3,10,5.0,Excelente atención fácil rápido y seguro,Nada
619,Segmento 1,MES 1,9,5.0,La asesora da la información acertada,Todo esta bien
620,Segmento 1,MES 3,10,3.0,,
621,Segmento 2,MES 1,10,5.0,,
622,Segmento 1,MES 3,9,3.0,,
623,Segmento 1,MES 1,10,5.0,Buena atención y me resolvieron todas mis dudas,
624,Segmento 1,MES 1,9,4.0,,
625,Segmento 1,MES 2,10,5.0,,
626,Segmento 1,MES 1,10,5.0,Me ofrecieron un buen servicio y apoyo,No tengo recomendación
627,Segmento 1,MES 1,10,3.0,Sigue siendo satisfactorio los servicios,
628,Segmento 1,MES 3,10,3.0,"Presentaron un buen servicio, pero ya estaba satisfecho con los servicios ofrecidos previamente.","Tener contactos para recordar beneficios o conocer la percepción de las tarjetas de crédito o productos adquiridos, resolver dudas y tener un chat ya que la atención es telefónica o presencial"
629,Segmento 1,MES 1,10,3.0,,
630,Segmento 1,MES 2,10,4.0,,
631,Segmento 1,MES 1,10,5.0,La atención del asesor muy buena,"Cuando esté la llamada avanzada y se caiga, por favor le devuelvan a uno la llamada y continuar con el proceso"
632,Segmento 1,MES 2,10,5.0,Excelente servicio,
633,Segmento 1,MES 1,10,5.0,,
634,Segmento 1,MES 3,10,5.0,Porque fueron muy amables.,
635,Segmento 2,MES 2,9,4.0,"BUEN SERVICIO, AMABILIDAD",MUCHAS GRACIAS
636,Segmento 1,MES 1,10,5.0,,
637,Segmento 1,MES 2,9,5.0,La claridad de la información y la pronta respuesta para mi solicitud.,
638,Segmento 1,MES 1,9,5.0,"amable, información acertada",
639,Segmento 1,MES 1,9,5.0,Responden dentro de un tiempo razonable y dan respuestas claras,Suministrar información por mensaje de texto con respecto a las respuestas
640,Segmento 1,MES 1,10,5.0,Porque la atención telefónica es muy efectiva y amable,me atendieron bien en la primera llamada
641,Segmento 1,MES 2,10,5.0,,
642,Segmento 1,MES 3,9,3.0,,"Para brindar más seguridad virtual 

Que cada usuario pudiera configurar de manera muy singular pautas para no ser robado"
643,Segmento 1,MES 1,9,4.0,Muy largo el menú,Opciones más cortas
644,Segmento 2,MES 1,9,3.0,,
645,Segmento 2,MES 3,10,4.0,Respuesta rápida.,Por el momento no tengo queja.
646,Segmento 1,MES 1,10,4.0,Me es indiferente la exp.obtenida .,Todo estuvo bien.
647,Segmento 1,MES 1,10,4.0,Se aplazó la solución por no ser día hábil,Mejorar canales de comunicación cuando el cliente está en el extranjero
648,Segmento 1,MES 1,10,5.0,"El servicio al cliente fue excelente, me aclararon dudas que tenia y me ofrecieron un portafolio mas amplio, gracias y felicitaciones",
649,Segmento 2,MES 2,10,5.0,Buen servicio pero el menú es muy largo para comunicarse con el asesor. Se pierde mucho tiempo. Debería haber un canal más rápido para hablar con el asesor,Mejorar la rapidez de conexión con el asesor
650,Segmento 1,MES 2,10,5.0,La representa de servicio al cliente fue muy amable concreta y brindó el servicio y la resolución adecuada,
651,Segmento 1,MES 1,10,4.0,La persona no tenía la información específica que necesitaba,Me siento muy bien atendido
652,Segmento 1,MES 3,9,5.0,"Excelente servicio, por favor más oficinas Ibague",Más oficinas Ibague
653,Segmento 1,MES 1,10,3.0,,
654,Segmento 3,MES 3,10,5.0,,Lo único es que llamar a la linea de atención al cliente es tedioso ya que uno se demora muchísimo con la computadora
655,Segmento 1,MES 2,10,5.0,El asesor fue muy atento quedé muy satisfecha,Todo está muy bien
656,Segmento 1,MES 2,10,5.0,Amabilidad respeto solución claridad,
657,Segmento 1,MES 3,10,5.0,Muy biena atencion y eficiencia por parte de leidy,Asi esta bien
658,Segmento 2,MES 2,10,5.0,,Mucha demora en llegar el código de confirmacio
659,Segmento 1,MES 1,10,4.0,,Tiempo de respuesta
660,Segmento 1,MES 1,10,1.0,"PORQUE ME OBLIGAN A ACEPTAR DISQUE ""UN BENEFICIO"" QUE ES ALTAMENTE RIESGOSO PARA MI, EL TENER AVANCES EN EFECTIVO POR EL CUPO COMPLETO DE LA TARJETA. SOLICITE QUE ESTO SE MODIFICARA Y NO ACEPTARON, NUNCA HE HECHO AVANCES PORQUE NO ME INTERESA.
DECIDI BAJAR EL CUPO A LA MITAD PARA QUE TAMBIEN BAJE EL AVANCE EN EFECTIVO.
ES ARBITRARIO POR PARTE DEL BANCO QUE LO OBLIGUEN A ACEPTAR COSAS QUE NO SE DESEAN.
IGUAL ESTA INFORMACION NO SERA RELEVANTE PARA USTEDES PORQUE AL FINAL NO LES INTERESA LA OPINION DEL CLIENTE.
CORDIAL SALUDO",QUE ALGUIEN ATIENDA LAS NECESIDADES DEL CLIENTE
661,Segmento 1,MES 1,10,4.0,,
662,Segmento 2,MES 1,10,3.0,La experiencia siempre es muy buena,"Gracias, todo esta bien"
663,Segmento 2,MES 3,10,3.0,Siempre me atienden muy bien,Por el momento esra todo muy bien
664,Segmento 1,MES 1,10,5.0,Tiene buenos beneficios y son asequibles para toda ocasión.,"No tengo queja, todo bien. Gracias"
665,Segmento 1,MES 3,10,5.0,Lo sencillo para la aprobación,Enviar plan de pagos
666,Segmento 1,MES 2,10,5.0,Muy bien sus servicios. Y alternativas para solucionar inconvenientes.,Que sigan así con la atención.
667,Segmento 1,MES 1,10,5.0,"Excelente servicio, alta tecnología y mucha seguridad en los procesos",Ustedes prestan un excelente servicio. Lo mejor que nos puede pasar es que se baje este adefecio de presidente Petro con su inoperante gobierno
668,Segmento 1,MES 3,10,5.0,Por la atención telefónica que me brindo,"Tener un contacto con el asesor más fácil, toca esperar muchas opciones"
669,Segmento 1,MES 3,9,3.0,"Siempre se ha presentado un buen servicio por parte del banco, tanto en sus funciones, app y el personal de servicio al cliente tanto en el call center como en las sucursuales.",
670,Segmento 1,MES 3,10,3.0,,
671,Segmento 2,MES 3,10,5.0,Buena atención,No esperar tanto al operador
672,Segmento 1,MES 2,9,5.0,Atención,Na
673,Segmento 1,MES 1,10,4.0,"porque si, bueno porque debo dirigirme a una oficina y la mas cercana la van a cerrar :(",No lo se atender los sabadoss en la oficina :)
674,Segmento 1,MES 2,10,5.0,,Excelente servicio
675,Segmento 1,MES 1,10,5.0,,
676,Segmento 1,MES 1,10,5.0,Muy ágil,Todo está perfecto
677,Segmento 1,MES 3,9,5.0,,
678,Segmento 1,MES 1,10,4.0,Porque no pude hacer mi yrammite por aplicacion y tuve que desplazarme a punto de banco o cajero,Mejorar la aplicacion
679,Segmento 2,MES 3,10,3.0,"No hubo cambios, porque desde siempre estuve satisfecha con el servicio.",Todo está bien! Gracias!
680,Segmento 2,MES 2,9,5.0,La amabilidad y la ayuda brindad por la linea de atencion,Que la respuesta en la linea sea mas rapida con el asesor personal
681,Segmento 1,MES 2,9,4.0,Mejoro la comunicacion,Mejorar canales
682,Segmento 1,MES 2,10,5.0,Atención rápida y eficaz,No dejar tanto tiempo el cliente en la línea telefónica
683,Segmento 2,MES 3,9,3.0,,
684,Segmento 1,MES 1,9,4.0,Me a hido bien cada vez que nececitado,No me pareció que esta muy bien la atención no tengo sugerencias
685,Segmento 1,MES 1,9,4.0,Buen servicio y son muy cordiales,Las líneas se demoran mucho a veces
686,Segmento 1,MES 3,9,4.0,Buen servicio,Ninguna
687,Segmento 1,MES 2,10,4.0,Buena atencion.,Que la llamada con un operador sea mas rapida y sin tanto numero previo
688,Segmento 1,MES 3,9,4.0,Aun estoy esperando una respuesta para la obtención de un resumen de los pagos a realizar por la unificación de mi deuda.,Cumplir con lo que el banco indica.
689,Segmento 1,MES 2,9,4.0,Por qué ya la tienen,Me pareció muy buena la atención y resolvió mi salud
690,Segmento 1,MES 2,9,4.0,"Buena atención.
No ayuda nucho la máquina con las mil opciones",Diminuir las opciones de la máquina y poner una operadora
691,Segmento 1,MES 1,10,3.0,.,.
692,Segmento 1,MES 1,10,5.0,Porque solucionaron el problema que tenia con las transacciones,
693,Segmento 1,MES 3,10,5.0,"Información muy clara , muy buen servicio y amabilidad",
694,Segmento 2,MES 2,9,4.0,Buen servicio,Velocidad en la solución
695,Segmento 1,MES 3,10,5.0,"Fácil comunicación, pronta respuesta y solución favorable.",Colocar una oficina en girardot cundinamarca.
696,Segmento 1,MES 1,10,5.0,Porque la atención fue rápida y satisfactoria en cuanto a lo que quería saber,Me parece que todo está muy bien .
697,Segmento 1,MES 2,9,3.0,Fue una transaccion muy corta e informativa.,"La llamada la originó un rechazo a una transaccion que intente con la tarjeta que habia ""encendido"" en la mañana.   No tenia informacion acerca que era necesario esperar 24 horas después del ""encendido"". De haber contado con esa información,  no habría tenido necesidad de llamar. 
Es mas, creo que el ""encendido"" no funciona bien porque me han rechazado dos transacciones, entonces, revise el estado de la tarjeta y estaba de nuevo ""apagada"""
698,Segmento 1,MES 3,10,5.0,BUENA ATENCION,
699,Segmento 1,MES 2,10,5.0,Porque los agentes son muy amables y diligentes,Hacer la activación de productos más facil
700,Segmento 1,MES 2,10,3.0,No me aceptaron mi petición,
701,Segmento 1,MES 1,9,5.0,,
702,Segmento 1,MES 1,10,5.0,Siempre me atienden con mucha amabilidad y me dan soluciones...gracias,
703,Segmento 1,MES 2,9,3.0,Siempre me han atendido bien por la audiolinea,
704,Segmento 2,MES 1,10,3.0,hasta el momento todo normal,nada esta bien
705,Segmento 2,MES 1,9,4.0,,
706,Segmento 1,MES 1,10,3.0,,
707,Segmento 1,MES 3,10,5.0,Dentro de la inseguridad que se vive en estos momentos Colpatria es la que me genera más confisnza,
708,Segmento 2,MES 3,9,4.0,Me dieron una buena atención y se resolvió mi inquietud,Estoy satisfecha con la atención
709,Segmento 1,MES 3,9,5.0,Atención y diligencia,
710,Segmento 2,MES 1,10,5.0,Me gui,Esta  bien Gracias
711,Segmento 2,MES 1,10,5.0,La atención de la asesora Paula y la capacidad de resolver,
712,Segmento 1,MES 2,10,5.0,La atención y disposición en los asesores marca la diferencia entre otras entidades.,No desmejorar la forma de atención y respuesta oportuna a los clientes de Scotiabank Colpatria.
713,Segmento 1,MES 2,10,3.0,Siempre he encontrado buena atención,Me solucionaron bien mis inquietudes
714,Segmento 1,MES 3,10,5.0,"El asistente muy competente
En la oficina de Armenia Q
En el parqué los fundadores
Se llama Mauricio el apellido
No lo sé",Mejor imposible
715,Segmento 2,MES 3,9,2.0,Mucho tiempo de espera para q me contestaran la llamada.,Disminuyan el tiempo de espera
716,Segmento 1,MES 3,10,5.0,Dan solucion rapida a las dudas o inconsistencias del producto.,Hasta el momento muy clara la informacion prestada.
717,Segmento 1,MES 1,10,5.0,Muy buena atención,Mejorar los tiempos de respuesta
718,Segmento 1,MES 2,9,4.0,Claridad de respuesta,
719,Segmento 1,MES 1,10,5.0,"La atención fue cordial, además que la respuesta fue rápida. Así mismo la solución.",Mi experiencia fue la adecuada.
720,Segmento 1,MES 1,10,3.0,.,.
721,Segmento 1,MES 1,9,3.0,He obtenido el mismo nivel de servicio que venian prestando,Sucursal del banco en el barrio Santa Isabel (Bogotá) o aledaños
722,Segmento 1,MES 1,10,5.0,,
723,Segmento 1,MES 1,10,2.0,Tengo dificultad con la tarjeta débito,
724,Segmento 1,MES 3,10,5.0,La seguridad en las transacciones y la variedad de canales de transacción,Tener más cajeros propios en municipios de Cundinamarca.
725,Segmento 1,MES 3,10,5.0,,No tener tanta espera
726,Segmento 1,MES 3,10,5.0,Las promociones y me sirvió para todo,Mejorar cada día
727,Segmento 2,MES 1,9,3.0,Siempre se destacan por su buen servicio,Prestar siempre un buen servicio al cliente
728,Segmento 2,MES 2,9,5.0,Excelente atención al cliente,Mas celeridad en la solución a las solicitudes.
729,Segmento 1,MES 1,9,3.0,Sigue lo mismo,No pedir tanta información
730,Segmento 1,MES 3,10,4.0,,
731,Segmento 2,MES 2,10,5.0,"Excelente la seguridad, y toda la atención..muchísimas gracias a todos los equipos humanos...",
732,Segmento 1,MES 2,10,5.0,,
733,Segmento 2,MES 3,10,3.0,Porque siempre me han atendodo bien,No tengo queja alguna
734,Segmento 2,MES 3,10,5.0,"Su atención fue completa y de mucha utilidad, adicionalmente me dio tranquilidad y confianza",Por favor terminar el proceso de diferir mi tarjeta a 12 meses
735,Segmento 1,MES 3,10,2.0,Porque aumentaron el número  de compras para exonerar la cuota de manejo recibí  el mensaje que a partir de diciembre y comenzaron en noviembre,"Que la atención al cliente sea más rapida,es muy demorada"
736,Segmento 1,MES 1,9,5.0,Ok,
737,Segmento 1,MES 2,10,5.0,Recibí mas información de Colpatria que no tenía antes,
738,Segmento 1,MES 2,10,5.0,Fui bien atendida y me resolvieron mi inquietud,"De pronto colocar otra línea de atención al cliente,   a veces demora mucho en atender el Asesor por exceso de llamadas"
739,Segmento 1,MES 2,10,5.0,Amabilidad y eficacia,Ok
740,Segmento 1,MES 1,10,3.0,,
741,Segmento 1,MES 3,9,4.0,A veces en urgencia de información requiere que no sea demorado el paso a asesor telefónico,
742,Segmento 1,MES 3,9,3.0,,
743,Segmento 1,MES 3,10,5.0,Muy atento y preciso el asesor,Seguir con el buen servicio
744,Segmento 2,MES 2,10,5.0,"Buen servicio 
Fácil manejo",
745,Segmento 1,MES 3,9,3.0,,
746,Segmento 1,MES 2,10,3.0,,
747,Segmento 1,MES 3,10,4.0,,
748,Segmento 1,MES 1,10,5.0,Excelente atención. Información clara,
749,Segmento 2,MES 2,9,4.0,,
750,Segmento 1,MES 3,10,5.0,Fue rápido y seguro,Mantener el buen servicio
751,Segmento 1,MES 2,10,5.0,Excelente servicio,Son excelentes personas
